age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
32,management,married,tertiary,no,628,no,no,cellular,30,apr,280,1,-1,0,,no
56,technician,married,primary,no,1232,no,no,cellular,7,apr,44,1,-1,0,,no
44,blue-collar,married,secondary,no,406,yes,no,,4,jun,222,1,-1,0,,no
34,technician,married,secondary,no,3000,yes,yes,cellular,8,feb,215,3,221,1,failure,no
63,retired,divorced,secondary,no,859,no,no,cellular,13,feb,92,1,-1,0,,no
39,technician,married,secondary,no,994,no,no,cellular,5,feb,221,1,241,1,failure,no
23,management,single,tertiary,no,2143,no,no,cellular,30,mar,180,2,-1,0,,yes
32,management,married,tertiary,no,1388,yes,no,cellular,13,aug,102,1,105,1,success,no
35,blue-collar,single,secondary,no,448,no,yes,cellular,20,nov,1031,6,-1,0,,no
26,services,single,primary,no,179,yes,yes,cellular,28,jul,333,4,-1,0,,no
31,blue-collar,married,secondary,no,33,no,no,,4,jul,165,2,-1,0,,no
46,services,divorced,secondary,no,281,yes,yes,cellular,6,may,267,1,-1,0,,no
47,blue-collar,married,secondary,no,116,yes,no,,8,may,376,2,-1,0,,no
31,self-employed,single,tertiary,no,283,no,no,cellular,1,jun,134,1,-1,0,,no
48,technician,married,secondary,no,0,no,no,cellular,28,jan,142,1,-1,0,,no
58,admin.,married,secondary,no,3735,no,no,cellular,17,nov,91,2,-1,0,,no
39,blue-collar,single,primary,no,6,yes,no,cellular,19,nov,286,2,-1,0,,no
36,services,single,secondary,no,0,yes,no,cellular,12,may,398,6,-1,0,,yes
30,management,single,tertiary,no,398,no,no,cellular,24,apr,235,2,-1,0,,yes
30,admin.,married,secondary,no,0,no,no,cellular,15,oct,86,1,140,3,failure,no
37,blue-collar,married,primary,no,1104,no,no,,18,jun,15,8,-1,0,,no
46,technician,married,tertiary,no,31630,no,no,cellular,30,nov,448,2,214,1,failure,no
52,housemaid,divorced,secondary,no,334,yes,no,,17,jun,422,9,-1,0,,no
41,blue-collar,married,secondary,no,113,no,no,cellular,25,jul,92,15,-1,0,,no
59,self-employed,married,tertiary,no,3800,no,yes,cellular,9,jul,70,1,-1,0,,no
52,technician,married,,no,370,yes,no,cellular,28,jan,144,1,197,2,failure,no
38,technician,married,secondary,no,0,yes,no,cellular,22,jul,1545,1,-1,0,,yes
40,management,divorced,tertiary,no,96,yes,no,cellular,25,jul,188,14,-1,0,,no
29,technician,single,tertiary,no,673,yes,no,cellular,9,feb,835,3,-1,0,,yes
32,unemployed,single,tertiary,no,586,yes,no,cellular,9,feb,12,5,-1,0,,no
25,entrepreneur,married,tertiary,no,30,yes,no,cellular,24,jul,254,2,-1,0,,no
32,management,single,tertiary,no,2465,no,no,cellular,13,aug,414,1,-1,0,,yes
60,admin.,divorced,secondary,no,4519,no,no,cellular,4,may,136,1,91,1,failure,no
50,management,married,tertiary,no,2570,no,no,cellular,18,nov,273,2,-1,0,,no
58,blue-collar,married,primary,no,0,yes,no,,19,jun,573,1,-1,0,,no
40,admin.,married,secondary,no,2574,yes,no,cellular,20,nov,517,1,-1,0,,no
27,management,single,secondary,no,145,yes,no,cellular,5,may,121,4,89,3,failure,no
48,self-employed,married,secondary,no,1559,no,no,cellular,24,dec,520,3,133,3,failure,no
36,blue-collar,single,primary,no,4519,yes,no,,23,may,117,2,-1,0,,no
48,admin.,married,secondary,no,182,yes,no,,6,may,180,2,-1,0,,no
51,blue-collar,married,primary,no,5131,yes,no,cellular,9,apr,348,1,329,2,failure,no
50,self-employed,divorced,secondary,no,985,yes,yes,telephone,21,nov,167,1,-1,0,,no
37,services,married,secondary,no,0,yes,no,cellular,22,jul,272,1,-1,0,,no
55,management,single,tertiary,no,1097,no,no,telephone,18,aug,199,2,-1,0,,no
32,management,married,tertiary,no,1014,no,no,cellular,20,aug,194,6,-1,0,,no
43,services,married,secondary,no,278,yes,no,,26,may,14,20,-1,0,,no
29,blue-collar,married,primary,no,1280,yes,no,,28,may,629,2,-1,0,,no
44,blue-collar,married,secondary,no,138,yes,no,,8,may,283,3,-1,0,,no
59,blue-collar,divorced,secondary,no,3573,no,no,cellular,15,may,44,1,-1,0,,no
32,self-employed,married,secondary,no,-1668,yes,yes,cellular,16,jul,166,6,-1,0,,no
35,student,married,tertiary,no,387,yes,no,cellular,8,may,1024,3,347,3,failure,yes
40,technician,married,secondary,yes,32,yes,no,cellular,11,aug,55,4,-1,0,,no
35,blue-collar,married,secondary,no,156,yes,no,cellular,8,may,302,1,283,3,failure,no
38,blue-collar,single,,no,5338,no,no,telephone,19,nov,201,1,-1,0,,no
60,blue-collar,married,secondary,no,414,no,no,cellular,4,feb,147,1,-1,0,,no
46,technician,divorced,secondary,no,1,yes,yes,,26,may,200,3,-1,0,,no
44,admin.,divorced,tertiary,no,994,yes,no,cellular,13,may,420,3,-1,0,,no
43,management,divorced,tertiary,no,3578,no,no,cellular,29,jan,376,2,-1,0,,no
39,self-employed,married,tertiary,no,-176,yes,no,,15,may,156,13,-1,0,,no
35,unemployed,married,secondary,no,978,no,no,cellular,29,jun,660,2,182,6,success,yes
26,admin.,married,secondary,no,5231,no,yes,cellular,17,jul,222,2,-1,0,,no
55,technician,single,tertiary,no,-703,yes,no,cellular,8,may,123,3,-1,0,,no
44,admin.,married,secondary,yes,-1249,yes,yes,,19,may,83,4,-1,0,,no
32,admin.,single,secondary,yes,-17,no,no,,9,jul,85,5,-1,0,,no
30,management,married,secondary,no,0,no,no,cellular,22,aug,78,2,-1,0,,no
33,management,divorced,tertiary,no,2885,no,no,cellular,5,aug,1051,2,-1,0,,yes
34,management,married,tertiary,no,-308,yes,no,cellular,30,apr,140,2,-1,0,,no
30,technician,single,secondary,no,-123,no,yes,cellular,21,aug,120,2,-1,0,,no
58,admin.,married,secondary,no,3927,no,no,cellular,11,oct,124,3,363,1,failure,no
55,management,married,tertiary,no,856,yes,yes,,29,may,101,4,-1,0,,no
30,management,single,tertiary,no,2,no,no,cellular,23,mar,269,1,-1,0,,no
29,blue-collar,married,primary,no,57,no,yes,cellular,7,jul,461,1,-1,0,,no
55,admin.,married,secondary,no,6207,yes,no,,26,jun,113,5,-1,0,,no
52,housemaid,married,primary,no,335,no,no,cellular,22,aug,217,5,-1,0,,no
46,management,married,secondary,no,231,no,yes,cellular,4,aug,243,1,-1,0,,no
40,admin.,married,secondary,no,1060,yes,no,cellular,17,apr,14,3,-1,0,,no
40,management,married,tertiary,no,655,yes,no,,26,may,227,1,-1,0,,no
26,blue-collar,single,primary,no,318,yes,no,,8,may,101,1,-1,0,,no
44,management,single,tertiary,no,1090,no,no,cellular,20,oct,178,4,93,6,success,yes
55,entrepreneur,married,secondary,no,113,yes,no,,12,jun,186,1,-1,0,,no
49,technician,married,secondary,no,8689,no,no,cellular,21,nov,586,1,-1,0,,no
37,admin.,married,secondary,no,1193,no,no,cellular,12,may,396,2,-1,0,,no
40,technician,married,tertiary,no,2946,no,no,,9,jun,78,2,-1,0,,no
51,entrepreneur,married,tertiary,no,3188,yes,yes,cellular,19,nov,339,3,-1,0,,no
74,retired,divorced,secondary,no,4079,no,no,cellular,19,oct,343,3,-1,0,,yes
46,services,married,secondary,no,311,yes,yes,cellular,15,jul,232,3,-1,0,,no
42,admin.,married,secondary,no,2918,yes,no,,15,may,349,2,-1,0,,no
66,retired,married,tertiary,no,908,no,no,cellular,28,jan,156,2,-1,0,,no
30,technician,single,secondary,no,1532,no,no,cellular,23,sep,447,1,489,6,failure,no
30,management,single,tertiary,no,0,no,no,cellular,8,aug,88,5,-1,0,,no
53,blue-collar,married,secondary,no,2231,yes,no,cellular,14,jul,272,3,-1,0,,no
36,services,single,secondary,no,99,no,no,,17,jun,256,9,-1,0,,no
35,unemployed,married,secondary,no,533,yes,no,,6,may,802,1,-1,0,,no
35,management,divorced,tertiary,no,3837,yes,no,,8,may,1084,1,-1,0,,yes
34,management,married,tertiary,no,0,no,no,cellular,21,aug,124,2,-1,0,,no
29,admin.,married,secondary,no,97,yes,no,cellular,14,jul,136,6,-1,0,,no
60,blue-collar,married,primary,no,493,no,no,cellular,18,aug,671,4,-1,0,,yes
28,admin.,single,secondary,no,89,yes,yes,cellular,6,feb,172,2,-1,0,,no
41,technician,divorced,tertiary,no,3465,yes,no,cellular,11,aug,389,4,-1,0,,no
55,technician,married,secondary,no,312,no,no,cellular,6,feb,13,8,9,3,other,no
34,blue-collar,single,primary,no,326,yes,no,cellular,29,jul,263,2,-1,0,,no
32,technician,married,secondary,no,4133,no,no,cellular,19,aug,175,6,-1,0,,no
29,technician,married,secondary,no,8,no,no,,7,may,113,1,-1,0,,no
23,student,single,secondary,no,0,no,no,telephone,4,may,526,1,-1,0,,no
33,management,single,tertiary,no,5945,yes,no,cellular,19,nov,190,1,-1,0,,no
55,blue-collar,married,primary,no,835,yes,no,,16,jun,40,18,-1,0,,no
34,management,single,tertiary,no,575,no,no,cellular,9,mar,116,1,-1,0,,yes
44,blue-collar,married,primary,no,-93,yes,no,cellular,17,apr,829,3,326,2,failure,no
41,services,married,secondary,no,6687,yes,no,cellular,21,jul,91,3,-1,0,,no
25,self-employed,single,secondary,no,1242,yes,no,,28,may,615,2,-1,0,,yes
38,technician,married,secondary,no,1478,no,no,cellular,12,aug,926,4,-1,0,,yes
38,technician,married,tertiary,no,432,yes,no,cellular,15,may,10,2,373,1,other,no
39,blue-collar,single,tertiary,no,172,yes,no,cellular,9,feb,125,2,183,2,failure,yes
35,blue-collar,married,secondary,no,1207,yes,no,cellular,17,apr,694,2,331,1,success,no
26,technician,divorced,tertiary,no,-70,no,yes,,1,jul,1992,2,-1,0,,no
52,admin.,divorced,secondary,no,2002,no,no,,4,jun,103,4,-1,0,,no
32,management,single,tertiary,no,2846,yes,no,cellular,30,oct,160,1,-1,0,,no
34,admin.,single,secondary,no,10,no,yes,,29,may,310,3,-1,0,,no
33,blue-collar,married,primary,no,1138,yes,yes,cellular,15,may,122,2,343,4,failure,no
41,technician,single,tertiary,no,1026,no,no,cellular,29,aug,59,6,-1,0,,no
37,blue-collar,married,,no,-118,yes,no,cellular,18,may,21,2,-1,0,,no
52,blue-collar,single,primary,no,3421,no,no,,20,jun,212,8,-1,0,,no
24,student,single,secondary,no,228,no,no,cellular,20,aug,99,1,79,1,failure,no
31,technician,married,secondary,no,180,no,no,cellular,17,mar,299,2,-1,0,,yes
41,technician,married,secondary,no,417,no,no,cellular,27,aug,77,3,-1,0,,no
31,unemployed,divorced,tertiary,no,256,yes,no,cellular,2,feb,264,1,201,2,success,no
38,blue-collar,married,secondary,no,6994,yes,no,telephone,8,apr,169,1,139,2,failure,no
41,self-employed,married,tertiary,no,-326,yes,yes,,23,may,86,2,-1,0,,no
33,management,divorced,tertiary,no,433,no,no,cellular,21,aug,575,4,-1,0,,no
38,admin.,married,secondary,no,272,yes,yes,,9,jun,174,2,-1,0,,no
29,services,single,secondary,no,814,no,no,,6,jan,54,1,-1,0,,no
54,blue-collar,married,primary,no,4608,no,no,telephone,20,nov,352,3,-1,0,,no
44,self-employed,married,secondary,no,1310,yes,no,,16,may,290,1,-1,0,,no
39,blue-collar,married,primary,no,111,no,no,cellular,18,nov,201,2,-1,0,,no
37,blue-collar,single,tertiary,no,1222,no,no,,27,may,212,2,-1,0,,no
49,blue-collar,married,primary,no,1536,yes,no,,19,may,400,2,-1,0,,no
30,admin.,single,secondary,no,122,yes,no,cellular,7,may,219,2,-1,0,,no
29,services,married,secondary,no,399,no,no,cellular,18,dec,454,6,199,1,failure,no
54,technician,married,secondary,no,473,no,yes,cellular,13,aug,112,1,-1,0,,no
34,management,single,tertiary,no,2757,yes,no,cellular,12,aug,126,2,-1,0,,no
45,blue-collar,married,primary,no,0,no,no,,23,may,574,5,-1,0,,no
45,technician,single,tertiary,no,2087,no,no,cellular,29,aug,29,14,-1,0,,no
30,admin.,single,secondary,no,387,yes,no,,8,may,75,1,-1,0,,no
51,admin.,married,secondary,no,79,no,no,cellular,13,aug,89,2,-1,0,,no
42,blue-collar,divorced,primary,no,145,no,yes,,30,jun,27,3,-1,0,,no
40,blue-collar,married,,no,0,yes,no,cellular,14,jul,699,3,-1,0,,no
58,entrepreneur,married,secondary,no,2,no,no,,16,jun,684,1,-1,0,,no
32,blue-collar,married,primary,no,1504,yes,no,cellular,17,apr,131,2,-1,0,,no
40,admin.,married,tertiary,no,0,yes,no,cellular,15,jul,125,3,-1,0,,no
25,student,single,secondary,no,358,no,no,cellular,16,nov,330,1,-1,0,,yes
60,self-employed,married,secondary,no,0,no,no,,6,jun,97,1,-1,0,,no
36,services,married,secondary,no,3988,yes,yes,cellular,14,may,141,1,-1,0,,no
34,management,married,tertiary,no,362,yes,no,,30,may,38,3,-1,0,,no
26,services,single,secondary,no,49,no,no,cellular,30,jan,397,1,-1,0,,no
31,admin.,single,secondary,yes,-429,no,yes,cellular,18,jul,292,3,-1,0,,no
45,admin.,married,secondary,no,129,yes,no,cellular,9,sep,307,2,191,1,failure,no
58,unemployed,married,primary,no,3884,no,no,,9,jul,399,8,-1,0,,no
38,blue-collar,divorced,secondary,no,-2093,yes,yes,,9,jul,120,3,-1,0,,no
34,services,married,secondary,no,798,yes,no,,2,jun,304,2,-1,0,,no
41,technician,married,secondary,no,0,no,no,cellular,22,aug,209,2,-1,0,,no
60,services,married,tertiary,no,6557,no,no,cellular,7,aug,214,2,-1,0,,no
39,blue-collar,married,primary,no,3503,no,no,,5,jun,89,1,-1,0,,no
28,blue-collar,married,secondary,no,269,yes,no,,3,jun,615,1,-1,0,,no
47,services,married,secondary,no,24,no,no,cellular,11,aug,271,3,-1,0,,no
56,housemaid,married,primary,no,0,no,no,cellular,26,aug,102,2,-1,0,,no
42,management,single,tertiary,no,0,no,no,cellular,7,sep,99,1,-1,0,,no
26,management,single,tertiary,no,2506,no,no,cellular,18,aug,134,1,82,3,failure,no
27,student,single,secondary,no,279,no,no,cellular,12,oct,323,1,-1,0,,yes
55,,married,,no,666,no,no,,15,may,73,5,-1,0,,no
59,services,married,primary,no,124,no,no,,17,jun,41,2,-1,0,,no
29,admin.,single,secondary,no,200,yes,no,cellular,18,may,261,1,-1,0,,no
25,student,single,secondary,no,115,no,no,cellular,6,may,796,2,-1,0,,no
35,admin.,married,secondary,no,8652,yes,no,,24,jun,103,6,-1,0,,no
26,admin.,married,secondary,no,1417,yes,no,,6,jun,60,3,-1,0,,no
30,admin.,single,secondary,no,1473,yes,no,cellular,20,apr,401,1,-1,0,,no
31,blue-collar,single,secondary,no,1882,no,no,cellular,7,may,529,2,-1,0,,no
42,blue-collar,divorced,primary,yes,78,yes,no,cellular,7,may,227,2,-1,0,,no
36,technician,married,secondary,no,0,yes,no,,20,jun,156,7,-1,0,,no
54,management,married,tertiary,no,-1415,yes,yes,cellular,17,nov,135,1,-1,0,,no
47,blue-collar,divorced,primary,no,409,yes,no,cellular,13,may,143,2,364,1,other,no
34,technician,married,secondary,no,1464,yes,no,,23,may,350,1,-1,0,,no
50,admin.,married,secondary,no,176,no,no,cellular,29,jul,155,2,-1,0,,no
40,management,married,secondary,no,1576,yes,yes,,29,may,253,3,-1,0,,no
30,admin.,divorced,secondary,no,4,no,no,cellular,8,jul,61,3,-1,0,,no
52,services,divorced,secondary,no,12,yes,no,cellular,6,may,78,1,170,1,failure,no
56,management,married,primary,no,-24,yes,no,,7,may,305,3,-1,0,,no
41,management,married,tertiary,no,2646,no,no,cellular,30,jul,81,2,-1,0,,no
19,student,single,secondary,no,372,no,no,telephone,8,jul,444,3,-1,0,,yes
33,technician,single,tertiary,no,1805,no,no,cellular,21,aug,211,4,-1,0,,no
34,blue-collar,married,secondary,no,172,no,no,cellular,12,aug,237,2,-1,0,,no
44,unemployed,divorced,primary,no,757,no,no,,30,may,498,4,-1,0,,no
40,technician,married,tertiary,no,1641,yes,no,cellular,14,apr,855,1,-1,0,,no
54,management,married,tertiary,no,2437,no,no,telephone,27,aug,1176,8,-1,0,,no
33,management,single,tertiary,no,171,yes,no,cellular,17,jul,71,1,-1,0,,no
46,housemaid,married,primary,no,4064,no,no,,20,jun,62,4,-1,0,,no
59,self-employed,married,tertiary,no,0,yes,no,cellular,23,jul,256,1,-1,0,,no
57,blue-collar,divorced,primary,no,5041,yes,no,cellular,16,apr,284,1,336,1,failure,no
33,management,single,tertiary,no,417,yes,no,cellular,6,feb,83,1,-1,0,,no
28,management,married,secondary,no,143,yes,no,cellular,22,jul,44,13,-1,0,,no
32,management,single,tertiary,no,3050,yes,no,,23,may,298,1,-1,0,,no
40,technician,married,secondary,no,504,yes,no,cellular,2,feb,96,1,266,1,failure,no
42,admin.,single,secondary,no,2095,yes,no,cellular,21,nov,752,3,-1,0,,no
43,services,married,secondary,no,1625,yes,no,cellular,20,apr,390,1,-1,0,,no
46,management,married,tertiary,no,2817,no,no,cellular,17,sep,543,1,-1,0,,yes
40,management,divorced,tertiary,no,99,no,no,cellular,11,aug,275,2,-1,0,,no
42,self-employed,married,secondary,no,0,no,no,cellular,14,aug,277,4,-1,0,,no
77,retired,married,,no,992,no,no,cellular,27,apr,147,2,182,2,failure,no
58,retired,divorced,primary,no,593,no,yes,,9,jun,204,2,-1,0,,no
51,blue-collar,divorced,secondary,yes,56,yes,yes,cellular,20,nov,71,2,-1,0,,no
40,blue-collar,married,secondary,no,4,yes,yes,,7,may,263,1,-1,0,,no
35,services,single,secondary,no,313,yes,no,cellular,11,may,195,2,301,3,failure,no
51,admin.,divorced,secondary,no,340,yes,no,,8,may,186,1,-1,0,,no
31,management,single,tertiary,no,581,yes,yes,cellular,28,jan,572,1,-1,0,,no
36,technician,married,tertiary,no,421,yes,no,cellular,13,may,793,5,-1,0,,no
54,management,married,,no,831,yes,yes,telephone,19,oct,208,3,109,3,failure,no
33,self-employed,divorced,secondary,no,969,yes,no,,17,jun,166,2,-1,0,,no
40,services,married,,no,88,yes,no,,9,jun,78,2,-1,0,,no
36,admin.,divorced,secondary,no,496,no,no,,8,may,269,3,-1,0,,no
53,blue-collar,married,secondary,no,1626,no,no,,9,jun,151,1,-1,0,,no
65,retired,married,primary,no,276,no,no,cellular,22,apr,229,1,-1,0,,yes
60,technician,married,tertiary,no,-71,yes,yes,cellular,30,jan,1451,1,-1,0,,yes
42,blue-collar,divorced,secondary,no,1820,yes,no,,28,may,202,2,-1,0,,no
31,admin.,single,secondary,no,1340,no,no,cellular,15,may,185,1,-1,0,,no
49,admin.,married,secondary,no,3608,yes,no,cellular,30,apr,252,1,168,1,success,yes
49,technician,divorced,secondary,no,7,yes,yes,cellular,17,nov,50,1,-1,0,,no
23,admin.,married,secondary,no,299,yes,no,,19,jun,104,1,-1,0,,no
41,admin.,single,secondary,no,1715,yes,no,,8,may,462,1,-1,0,,no
33,technician,married,secondary,no,272,yes,no,cellular,18,jul,166,2,-1,0,,no
33,management,single,tertiary,no,3821,no,no,cellular,21,nov,201,5,-1,0,,no
46,management,married,secondary,no,149,no,no,cellular,21,nov,1222,2,-1,0,,yes
52,housemaid,married,secondary,no,3923,yes,no,cellular,20,nov,20,8,190,3,success,no
50,admin.,divorced,secondary,no,202,no,yes,cellular,17,nov,148,1,-1,0,,no
52,blue-collar,married,secondary,no,594,no,no,telephone,29,jul,178,2,-1,0,,no
30,management,married,tertiary,no,3134,yes,no,cellular,17,jul,124,1,-1,0,,no
33,management,single,secondary,no,1615,yes,no,cellular,14,may,178,8,174,3,failure,no
34,admin.,single,tertiary,no,4254,yes,no,cellular,18,may,104,3,178,1,success,no
56,blue-collar,married,primary,no,1137,no,no,telephone,2,jul,176,1,-1,0,,yes
39,management,divorced,tertiary,no,5009,yes,no,cellular,15,jul,1083,2,-1,0,,no
36,blue-collar,married,primary,no,0,no,no,,6,jun,149,1,-1,0,,no
28,admin.,single,secondary,no,244,yes,no,,9,may,31,3,-1,0,,no
31,technician,single,secondary,no,667,yes,no,cellular,21,nov,279,1,-1,0,,no
37,housemaid,married,primary,no,189,no,no,cellular,8,aug,148,4,-1,0,,no
54,unemployed,single,secondary,no,3611,yes,no,cellular,5,feb,81,1,-1,0,,no
45,blue-collar,married,secondary,no,430,no,yes,cellular,21,aug,140,2,-1,0,,no
36,unemployed,single,tertiary,no,577,yes,no,,30,may,155,1,-1,0,,no
56,admin.,married,secondary,no,1290,no,no,,12,jun,243,1,-1,0,,no
43,management,married,tertiary,no,149,yes,no,,23,jun,662,2,-1,0,,yes
39,services,single,secondary,no,-106,no,no,,1,jul,60,4,-1,0,,no
48,blue-collar,married,secondary,no,-19,no,yes,,4,jul,270,1,-1,0,,no
53,blue-collar,married,secondary,no,-108,yes,no,cellular,12,may,11,12,175,3,other,no
25,management,single,tertiary,no,943,no,no,cellular,30,apr,512,1,-1,0,,yes
47,services,married,secondary,no,4063,yes,yes,,26,may,207,1,-1,0,,no
28,management,single,tertiary,no,1069,no,no,,28,may,675,1,-1,0,,no
44,technician,divorced,tertiary,no,245,yes,no,cellular,2,feb,347,2,-1,0,,no
29,admin.,married,secondary,no,5605,yes,no,,28,may,117,2,-1,0,,no
50,retired,divorced,secondary,no,4861,no,no,,20,jun,61,3,-1,0,,no
50,blue-collar,divorced,secondary,no,2725,no,no,cellular,31,jul,71,4,-1,0,,no
39,technician,married,tertiary,no,794,no,no,telephone,2,feb,182,1,-1,0,,no
34,self-employed,married,primary,no,712,yes,no,,2,jun,326,3,-1,0,,no
37,management,married,tertiary,no,1594,yes,no,cellular,17,apr,110,1,260,5,failure,no
40,unemployed,divorced,secondary,no,1694,no,no,cellular,12,aug,473,6,-1,0,,yes
30,student,single,tertiary,no,2030,yes,no,,28,may,27,2,-1,0,,no
26,technician,single,tertiary,no,1118,yes,no,,4,jun,209,2,-1,0,,no
32,self-employed,married,secondary,no,409,no,no,cellular,9,mar,217,2,-1,0,,yes
35,services,divorced,secondary,no,0,yes,yes,cellular,12,may,95,4,357,1,failure,no
32,admin.,married,secondary,no,76,yes,no,,21,may,189,2,-1,0,,no
45,technician,divorced,secondary,no,0,yes,no,,27,may,165,2,-1,0,,no
53,admin.,divorced,,no,236,yes,no,,7,may,354,1,-1,0,,no
36,unemployed,married,primary,no,2347,yes,no,cellular,21,nov,5,3,-1,0,,no
38,technician,divorced,tertiary,no,1805,no,no,,9,jun,952,2,-1,0,,yes
33,entrepreneur,single,secondary,no,339,yes,no,,12,may,212,2,-1,0,,no
31,management,single,tertiary,no,-160,yes,no,,28,may,202,2,-1,0,,no
45,admin.,married,secondary,no,5346,yes,yes,,21,oct,187,1,-1,0,,yes
45,self-employed,married,secondary,no,1051,no,no,cellular,4,aug,96,1,-1,0,,no
39,management,single,tertiary,no,4023,yes,no,cellular,29,jan,126,2,238,8,other,no
26,student,single,,no,826,no,no,cellular,29,jan,177,1,-1,0,,no
30,entrepreneur,single,secondary,no,491,yes,no,,9,may,197,4,-1,0,,no
33,management,married,tertiary,no,29,yes,no,cellular,7,may,549,1,-1,0,,no
41,technician,married,secondary,no,3275,yes,no,cellular,18,nov,121,1,168,1,other,no
45,retired,married,primary,no,0,no,no,,3,jun,290,1,-1,0,,no
49,admin.,divorced,primary,no,112,yes,no,cellular,13,may,79,1,-1,0,,no
53,admin.,married,secondary,no,10541,no,no,cellular,9,feb,164,2,92,1,success,yes
63,retired,married,primary,no,3738,no,no,telephone,9,nov,301,1,456,4,failure,no
31,admin.,single,secondary,no,-449,yes,no,cellular,18,may,197,1,355,2,failure,no
50,technician,married,tertiary,no,199,yes,yes,cellular,3,feb,116,2,253,1,failure,no
57,services,divorced,secondary,no,4664,no,no,cellular,30,jul,103,1,-1,0,,no
38,blue-collar,single,primary,yes,-129,yes,no,cellular,24,jul,138,2,-1,0,,no
27,student,single,secondary,no,24,yes,no,cellular,17,jul,320,2,-1,0,,no
34,admin.,married,tertiary,no,10,no,no,cellular,21,aug,90,1,91,1,failure,no
36,blue-collar,married,secondary,no,324,yes,yes,cellular,16,jul,830,1,-1,0,,yes
30,blue-collar,married,primary,no,-518,yes,yes,,28,may,244,6,-1,0,,no
59,housemaid,married,primary,no,500,no,no,,5,jun,94,1,-1,0,,no
38,management,single,tertiary,no,4082,yes,no,cellular,17,apr,322,2,-1,0,,no
46,admin.,divorced,primary,no,429,yes,no,cellular,26,apr,465,2,369,2,success,yes
32,blue-collar,married,primary,no,2291,yes,yes,cellular,29,jan,489,3,182,24,other,no
34,services,married,secondary,no,1611,no,yes,telephone,20,nov,197,7,-1,0,,no
52,services,married,secondary,no,-298,no,no,cellular,25,aug,228,4,-1,0,,no
36,entrepreneur,married,tertiary,no,271,yes,no,,27,may,322,2,-1,0,,no
36,management,married,tertiary,no,1313,no,no,cellular,26,aug,80,6,-1,0,,no
25,blue-collar,single,secondary,no,320,yes,no,cellular,18,may,549,3,-1,0,,no
44,technician,divorced,secondary,no,399,yes,no,,16,may,148,9,-1,0,,no
38,admin.,married,secondary,no,0,yes,yes,cellular,17,apr,547,2,-1,0,,yes
47,technician,divorced,,no,442,yes,no,cellular,11,may,85,1,-1,0,,no
35,management,married,tertiary,no,4943,yes,no,cellular,18,nov,295,1,124,2,failure,no
48,blue-collar,married,primary,no,147,no,no,cellular,19,aug,158,8,-1,0,,no
41,housemaid,single,secondary,no,2184,no,no,cellular,19,nov,98,1,153,2,failure,no
28,technician,single,secondary,no,250,no,yes,cellular,29,jan,133,1,-1,0,,no
33,technician,married,secondary,no,6947,yes,no,cellular,20,apr,250,2,-1,0,,no
50,blue-collar,single,secondary,no,708,yes,no,,15,may,104,1,-1,0,,no
39,technician,single,secondary,no,1963,yes,no,,6,jun,100,4,-1,0,,no
32,unemployed,married,secondary,no,2996,yes,no,,19,may,68,1,-1,0,,no
32,management,single,tertiary,no,297,no,no,cellular,13,aug,225,2,-1,0,,no
38,blue-collar,married,secondary,no,452,yes,no,cellular,9,feb,69,4,-1,0,,no
57,retired,married,secondary,no,49,yes,yes,cellular,25,aug,93,4,-1,0,,no
40,management,married,tertiary,no,193,no,no,cellular,18,aug,105,6,-1,0,,no
35,admin.,single,secondary,no,1810,yes,no,cellular,25,aug,52,2,92,2,failure,no
30,management,single,tertiary,no,536,no,no,cellular,15,oct,244,1,105,1,success,yes
49,blue-collar,married,primary,no,355,yes,no,,2,jun,253,7,-1,0,,no
43,unemployed,divorced,primary,no,-70,yes,no,cellular,12,may,124,2,-1,0,,no
49,management,divorced,tertiary,no,1115,no,no,,19,jun,138,9,-1,0,,no
36,management,single,tertiary,no,741,no,no,cellular,11,aug,214,2,-1,0,,no
35,management,single,tertiary,no,747,no,no,cellular,4,aug,91,1,1,6,other,no
33,management,single,tertiary,no,6807,no,no,cellular,21,oct,512,2,184,1,success,yes
42,technician,married,secondary,no,782,yes,no,cellular,17,jul,536,2,-1,0,,no
52,technician,married,tertiary,no,104,no,no,cellular,14,aug,244,2,-1,0,,no
34,blue-collar,married,primary,no,197,yes,no,cellular,22,jul,181,1,-1,0,,no
52,technician,married,secondary,no,598,no,no,,14,may,266,2,-1,0,,no
29,technician,married,tertiary,no,1413,yes,no,cellular,17,jul,170,4,-1,0,,no
41,technician,married,secondary,no,665,yes,no,,15,may,74,1,-1,0,,no
38,management,single,tertiary,no,0,yes,no,cellular,17,nov,213,2,-1,0,,no
52,blue-collar,divorced,secondary,no,1912,yes,yes,cellular,28,jul,123,2,-1,0,,no
30,blue-collar,married,secondary,no,938,yes,no,,14,may,159,1,-1,0,,no
30,self-employed,married,secondary,no,581,yes,no,cellular,21,nov,197,3,-1,0,,no
31,blue-collar,married,secondary,no,283,yes,yes,,29,may,37,3,-1,0,,no
58,unemployed,single,secondary,no,1013,yes,no,cellular,30,jul,341,5,-1,0,,no
30,services,married,secondary,no,80,yes,no,,8,may,185,2,-1,0,,no
34,blue-collar,married,primary,no,298,yes,no,,8,may,220,2,-1,0,,no
