age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,previous,target,pdays_contacted
55,technician,single,tertiary,no,-703,yes,no,cellular,may,123,3,0,0,never
44,admin.,married,secondary,yes,-1249,yes,yes,,may,83,4,0,0,never
32,admin.,single,secondary,yes,-17,no,no,,jul,85,5,0,0,never
30,management,married,secondary,no,0,no,no,cellular,aug,78,2,0,0,never
33,management,divorced,tertiary,no,2885,no,no,cellular,aug,1051,2,0,1,never
34,management,married,tertiary,no,-308,yes,no,cellular,apr,140,2,0,0,never
30,technician,single,secondary,no,-123,no,yes,cellular,aug,120,2,0,0,never
58,admin.,married,secondary,no,3927,no,no,cellular,oct,124,3,1,0,contacted
55,management,married,tertiary,no,856,yes,yes,,may,101,4,0,0,never
30,management,single,tertiary,no,2,no,no,cellular,mar,269,1,0,0,never
29,blue-collar,married,primary,no,57,no,yes,cellular,jul,461,1,0,0,never
55,admin.,married,secondary,no,6207,yes,no,,jun,113,5,0,0,never
52,housemaid,married,primary,no,335,no,no,cellular,aug,217,5,0,0,never
46,management,married,secondary,no,231,no,yes,cellular,aug,243,1,0,0,never
40,admin.,married,secondary,no,1060,yes,no,cellular,apr,14,3,0,0,never
40,management,married,tertiary,no,655,yes,no,,may,227,1,0,0,never
26,blue-collar,single,primary,no,318,yes,no,,may,101,1,0,0,never
44,management,single,tertiary,no,1090,no,no,cellular,oct,178,4,6,1,contacted
55,entrepreneur,married,secondary,no,113,yes,no,,jun,186,1,0,0,never
49,technician,married,secondary,no,8689,no,no,cellular,nov,586,1,0,0,never
37,admin.,married,secondary,no,1193,no,no,cellular,may,396,2,0,0,never
40,technician,married,tertiary,no,2946,no,no,,jun,78,2,0,0,never
51,entrepreneur,married,tertiary,no,3188,yes,yes,cellular,nov,339,3,0,0,never
74,retired,divorced,secondary,no,4079,no,no,cellular,oct,343,3,0,1,never
46,services,married,secondary,no,311,yes,yes,cellular,jul,232,3,0,0,never
42,admin.,married,secondary,no,2918,yes,no,,may,349,2,0,0,never
66,retired,married,tertiary,no,908,no,no,cellular,jan,156,2,0,0,never
30,technician,single,secondary,no,1532,no,no,cellular,sep,447,1,6,0,contacted
30,management,single,tertiary,no,0,no,no,cellular,aug,88,5,0,0,never
53,blue-collar,married,secondary,no,2231,yes,no,cellular,jul,272,3,0,0,never
36,services,single,secondary,no,99,no,no,,jun,256,9,0,0,never
35,unemployed,married,secondary,no,533,yes,no,,may,802,1,0,0,never
35,management,divorced,tertiary,no,3837,yes,no,,may,1084,1,0,1,never
34,management,married,tertiary,no,0,no,no,cellular,aug,124,2,0,0,never
29,admin.,married,secondary,no,97,yes,no,cellular,jul,136,6,0,0,never
60,blue-collar,married,primary,no,493,no,no,cellular,aug,671,4,0,1,never
28,admin.,single,secondary,no,89,yes,yes,cellular,feb,172,2,0,0,never
41,technician,divorced,tertiary,no,3465,yes,no,cellular,aug,389,4,0,0,never
55,technician,married,secondary,no,312,no,no,cellular,feb,13,8,3,0,contacted
34,blue-collar,single,primary,no,326,yes,no,cellular,jul,263,2,0,0,never
32,technician,married,secondary,no,4133,no,no,cellular,aug,175,6,0,0,never
29,technician,married,secondary,no,8,no,no,,may,113,1,0,0,never
23,student,single,secondary,no,0,no,no,telephone,may,526,1,0,0,never
33,management,single,tertiary,no,5945,yes,no,cellular,nov,190,1,0,0,never
55,blue-collar,married,primary,no,835,yes,no,,jun,40,18,0,0,never
34,management,single,tertiary,no,575,no,no,cellular,mar,116,1,0,1,never
44,blue-collar,married,primary,no,-93,yes,no,cellular,apr,829,3,2,0,contacted
41,services,married,secondary,no,6687,yes,no,cellular,jul,91,3,0,0,never
25,self-employed,single,secondary,no,1242,yes,no,,may,615,2,0,1,never
38,technician,married,secondary,no,1478,no,no,cellular,aug,926,4,0,1,never
38,technician,married,tertiary,no,432,yes,no,cellular,may,10,2,1,0,contacted
39,blue-collar,single,tertiary,no,172,yes,no,cellular,feb,125,2,2,1,contacted
35,blue-collar,married,secondary,no,1207,yes,no,cellular,apr,694,2,1,0,contacted
26,technician,divorced,tertiary,no,-70,no,yes,,jul,1992,2,0,0,never
52,admin.,divorced,secondary,no,2002,no,no,,jun,103,4,0,0,never
32,management,single,tertiary,no,2846,yes,no,cellular,oct,160,1,0,0,never
34,admin.,single,secondary,no,10,no,yes,,may,310,3,0,0,never
33,blue-collar,married,primary,no,1138,yes,yes,cellular,may,122,2,4,0,contacted
41,technician,single,tertiary,no,1026,no,no,cellular,aug,59,6,0,0,never
37,blue-collar,married,,no,-118,yes,no,cellular,may,21,2,0,0,never
52,blue-collar,single,primary,no,3421,no,no,,jun,212,8,0,0,never
24,student,single,secondary,no,228,no,no,cellular,aug,99,1,1,0,contacted
31,technician,married,secondary,no,180,no,no,cellular,mar,299,2,0,1,never
41,technician,married,secondary,no,417,no,no,cellular,aug,77,3,0,0,never
31,unemployed,divorced,tertiary,no,256,yes,no,cellular,feb,264,1,2,0,contacted
38,blue-collar,married,secondary,no,6994,yes,no,telephone,apr,169,1,2,0,contacted
41,self-employed,married,tertiary,no,-326,yes,yes,,may,86,2,0,0,never
33,management,divorced,tertiary,no,433,no,no,cellular,aug,575,4,0,0,never
38,admin.,married,secondary,no,272,yes,yes,,jun,174,2,0,0,never
29,services,single,secondary,no,814,no,no,,jan,54,1,0,0,never
54,blue-collar,married,primary,no,4608,no,no,telephone,nov,352,3,0,0,never
44,self-employed,married,secondary,no,1310,yes,no,,may,290,1,0,0,never
39,blue-collar,married,primary,no,111,no,no,cellular,nov,201,2,0,0,never
37,blue-collar,single,tertiary,no,1222,no,no,,may,212,2,0,0,never
49,blue-collar,married,primary,no,1536,yes,no,,may,400,2,0,0,never
30,admin.,single,secondary,no,122,yes,no,cellular,may,219,2,0,0,never
29,services,married,secondary,no,399,no,no,cellular,dec,454,6,1,0,contacted
54,technician,married,secondary,no,473,no,yes,cellular,aug,112,1,0,0,never
34,management,single,tertiary,no,2757,yes,no,cellular,aug,126,2,0,0,never
45,blue-collar,married,primary,no,0,no,no,,may,574,5,0,0,never
45,technician,single,tertiary,no,2087,no,no,cellular,aug,29,14,0,0,never
30,admin.,single,secondary,no,387,yes,no,,may,75,1,0,0,never
51,admin.,married,secondary,no,79,no,no,cellular,aug,89,2,0,0,never
42,blue-collar,divorced,primary,no,145,no,yes,,jun,27,3,0,0,never
40,blue-collar,married,,no,0,yes,no,cellular,jul,699,3,0,0,never
58,entrepreneur,married,secondary,no,2,no,no,,jun,684,1,0,0,never
32,blue-collar,married,primary,no,1504,yes,no,cellular,apr,131,2,0,0,never
40,admin.,married,tertiary,no,0,yes,no,cellular,jul,125,3,0,0,never
25,student,single,secondary,no,358,no,no,cellular,nov,330,1,0,1,never
60,self-employed,married,secondary,no,0,no,no,,jun,97,1,0,0,never
36,services,married,secondary,no,3988,yes,yes,cellular,may,141,1,0,0,never
34,management,married,tertiary,no,362,yes,no,,may,38,3,0,0,never
26,services,single,secondary,no,49,no,no,cellular,jan,397,1,0,0,never
31,admin.,single,secondary,yes,-429,no,yes,cellular,jul,292,3,0,0,never
45,admin.,married,secondary,no,129,yes,no,cellular,sep,307,2,1,0,contacted
58,unemployed,married,primary,no,3884,no,no,,jul,399,8,0,0,never
38,blue-collar,divorced,secondary,no,-2093,yes,yes,,jul,120,3,0,0,never
34,services,married,secondary,no,798,yes,no,,jun,304,2,0,0,never
41,technician,married,secondary,no,0,no,no,cellular,aug,209,2,0,0,never
60,services,married,tertiary,no,6557,no,no,cellular,aug,214,2,0,0,never
39,blue-collar,married,primary,no,3503,no,no,,jun,89,1,0,0,never
28,blue-collar,married,secondary,no,269,yes,no,,jun,615,1,0,0,never
47,services,married,secondary,no,24,no,no,cellular,aug,271,3,0,0,never
56,housemaid,married,primary,no,0,no,no,cellular,aug,102,2,0,0,never
42,management,single,tertiary,no,0,no,no,cellular,sep,99,1,0,0,never
26,management,single,tertiary,no,2506,no,no,cellular,aug,134,1,3,0,contacted
27,student,single,secondary,no,279,no,no,cellular,oct,323,1,0,1,never
55,,married,,no,666,no,no,,may,73,5,0,0,never
59,services,married,primary,no,124,no,no,,jun,41,2,0,0,never
29,admin.,single,secondary,no,200,yes,no,cellular,may,261,1,0,0,never
25,student,single,secondary,no,115,no,no,cellular,may,796,2,0,0,never
35,admin.,married,secondary,no,8652,yes,no,,jun,103,6,0,0,never
26,admin.,married,secondary,no,1417,yes,no,,jun,60,3,0,0,never
30,admin.,single,secondary,no,1473,yes,no,cellular,apr,401,1,0,0,never
31,blue-collar,single,secondary,no,1882,no,no,cellular,may,529,2,0,0,never
42,blue-collar,divorced,primary,yes,78,yes,no,cellular,may,227,2,0,0,never
36,technician,married,secondary,no,0,yes,no,,jun,156,7,0,0,never
54,management,married,tertiary,no,-1415,yes,yes,cellular,nov,135,1,0,0,never
47,blue-collar,divorced,primary,no,409,yes,no,cellular,may,143,2,1,0,contacted
34,technician,married,secondary,no,1464,yes,no,,may,350,1,0,0,never
50,admin.,married,secondary,no,176,no,no,cellular,jul,155,2,0,0,never
40,management,married,secondary,no,1576,yes,yes,,may,253,3,0,0,never
30,admin.,divorced,secondary,no,4,no,no,cellular,jul,61,3,0,0,never
52,services,divorced,secondary,no,12,yes,no,cellular,may,78,1,1,0,contacted
56,management,married,primary,no,-24,yes,no,,may,305,3,0,0,never
41,management,married,tertiary,no,2646,no,no,cellular,jul,81,2,0,0,never
19,student,single,secondary,no,372,no,no,telephone,jul,444,3,0,1,never
33,technician,single,tertiary,no,1805,no,no,cellular,aug,211,4,0,0,never
34,blue-collar,married,secondary,no,172,no,no,cellular,aug,237,2,0,0,never
44,unemployed,divorced,primary,no,757,no,no,,may,498,4,0,0,never
40,technician,married,tertiary,no,1641,yes,no,cellular,apr,855,1,0,0,never
54,management,married,tertiary,no,2437,no,no,telephone,aug,1176,8,0,0,never
33,management,single,tertiary,no,171,yes,no,cellular,jul,71,1,0,0,never
46,housemaid,married,primary,no,4064,no,no,,jun,62,4,0,0,never
59,self-employed,married,tertiary,no,0,yes,no,cellular,jul,256,1,0,0,never
57,blue-collar,divorced,primary,no,5041,yes,no,cellular,apr,284,1,1,0,contacted
33,management,single,tertiary,no,417,yes,no,cellular,feb,83,1,0,0,never
28,management,married,secondary,no,143,yes,no,cellular,jul,44,13,0,0,never
32,management,single,tertiary,no,3050,yes,no,,may,298,1,0,0,never
40,technician,married,secondary,no,504,yes,no,cellular,feb,96,1,1,0,contacted
42,admin.,single,secondary,no,2095,yes,no,cellular,nov,752,3,0,0,never
43,services,married,secondary,no,1625,yes,no,cellular,apr,390,1,0,0,never
46,management,married,tertiary,no,2817,no,no,cellular,sep,543,1,0,1,never
40,management,divorced,tertiary,no,99,no,no,cellular,aug,275,2,0,0,never
42,self-employed,married,secondary,no,0,no,no,cellular,aug,277,4,0,0,never
77,retired,married,,no,992,no,no,cellular,apr,147,2,2,0,contacted
58,retired,divorced,primary,no,593,no,yes,,jun,204,2,0,0,never
51,blue-collar,divorced,secondary,yes,56,yes,yes,cellular,nov,71,2,0,0,never
40,blue-collar,married,secondary,no,4,yes,yes,,may,263,1,0,0,never
35,services,single,secondary,no,313,yes,no,cellular,may,195,2,3,0,contacted
51,admin.,divorced,secondary,no,340,yes,no,,may,186,1,0,0,never
31,management,single,tertiary,no,581,yes,yes,cellular,jan,572,1,0,0,never
36,technician,married,tertiary,no,421,yes,no,cellular,may,793,5,0,0,never
54,management,married,,no,831,yes,yes,telephone,oct,208,3,3,0,contacted
33,self-employed,divorced,secondary,no,969,yes,no,,jun,166,2,0,0,never
40,services,married,,no,88,yes,no,,jun,78,2,0,0,never
36,admin.,divorced,secondary,no,496,no,no,,may,269,3,0,0,never
53,blue-collar,married,secondary,no,1626,no,no,,jun,151,1,0,0,never
65,retired,married,primary,no,276,no,no,cellular,apr,229,1,0,1,never
60,technician,married,tertiary,no,-71,yes,yes,cellular,jan,1451,1,0,1,never
42,blue-collar,divorced,secondary,no,1820,yes,no,,may,202,2,0,0,never
31,admin.,single,secondary,no,1340,no,no,cellular,may,185,1,0,0,never
49,admin.,married,secondary,no,3608,yes,no,cellular,apr,252,1,1,1,contacted
49,technician,divorced,secondary,no,7,yes,yes,cellular,nov,50,1,0,0,never
23,admin.,married,secondary,no,299,yes,no,,jun,104,1,0,0,never
41,admin.,single,secondary,no,1715,yes,no,,may,462,1,0,0,never
33,technician,married,secondary,no,272,yes,no,cellular,jul,166,2,0,0,never
33,management,single,tertiary,no,3821,no,no,cellular,nov,201,5,0,0,never
46,management,married,secondary,no,149,no,no,cellular,nov,1222,2,0,1,never
52,housemaid,married,secondary,no,3923,yes,no,cellular,nov,20,8,3,0,contacted
50,admin.,divorced,secondary,no,202,no,yes,cellular,nov,148,1,0,0,never
52,blue-collar,married,secondary,no,594,no,no,telephone,jul,178,2,0,0,never
30,management,married,tertiary,no,3134,yes,no,cellular,jul,124,1,0,0,never
33,management,single,secondary,no,1615,yes,no,cellular,may,178,8,3,0,contacted
34,admin.,single,tertiary,no,4254,yes,no,cellular,may,104,3,1,0,contacted
56,blue-collar,married,primary,no,1137,no,no,telephone,jul,176,1,0,1,never
39,management,divorced,tertiary,no,5009,yes,no,cellular,jul,1083,2,0,0,never
36,blue-collar,married,primary,no,0,no,no,,jun,149,1,0,0,never
28,admin.,single,secondary,no,244,yes,no,,may,31,3,0,0,never
31,technician,single,secondary,no,667,yes,no,cellular,nov,279,1,0,0,never
37,housemaid,married,primary,no,189,no,no,cellular,aug,148,4,0,0,never
54,unemployed,single,secondary,no,3611,yes,no,cellular,feb,81,1,0,0,never
45,blue-collar,married,secondary,no,430,no,yes,cellular,aug,140,2,0,0,never
36,unemployed,single,tertiary,no,577,yes,no,,may,155,1,0,0,never
56,admin.,married,secondary,no,1290,no,no,,jun,243,1,0,0,never
43,management,married,tertiary,no,149,yes,no,,jun,662,2,0,1,never
39,services,single,secondary,no,-106,no,no,,jul,60,4,0,0,never
48,blue-collar,married,secondary,no,-19,no,yes,,jul,270,1,0,0,never
53,blue-collar,married,secondary,no,-108,yes,no,cellular,may,11,12,3,0,contacted
25,management,single,tertiary,no,943,no,no,cellular,apr,512,1,0,1,never
47,services,married,secondary,no,4063,yes,yes,,may,207,1,0,0,never
28,management,single,tertiary,no,1069,no,no,,may,675,1,0,0,never
44,technician,divorced,tertiary,no,245,yes,no,cellular,feb,347,2,0,0,never
29,admin.,married,secondary,no,5605,yes,no,,may,117,2,0,0,never
50,retired,divorced,secondary,no,4861,no,no,,jun,61,3,0,0,never
50,blue-collar,divorced,secondary,no,2725,no,no,cellular,jul,71,4,0,0,never
39,technician,married,tertiary,no,794,no,no,telephone,feb,182,1,0,0,never
34,self-employed,married,primary,no,712,yes,no,,jun,326,3,0,0,never
37,management,married,tertiary,no,1594,yes,no,cellular,apr,110,1,5,0,contacted
40,unemployed,divorced,secondary,no,1694,no,no,cellular,aug,473,6,0,1,never
30,student,single,tertiary,no,2030,yes,no,,may,27,2,0,0,never
26,technician,single,tertiary,no,1118,yes,no,,jun,209,2,0,0,never
32,self-employed,married,secondary,no,409,no,no,cellular,mar,217,2,0,1,never
35,services,divorced,secondary,no,0,yes,yes,cellular,may,95,4,1,0,contacted
32,admin.,married,secondary,no,76,yes,no,,may,189,2,0,0,never
45,technician,divorced,secondary,no,0,yes,no,,may,165,2,0,0,never
53,admin.,divorced,,no,236,yes,no,,may,354,1,0,0,never
36,unemployed,married,primary,no,2347,yes,no,cellular,nov,5,3,0,0,never
38,technician,divorced,tertiary,no,1805,no,no,,jun,952,2,0,1,never
33,entrepreneur,single,secondary,no,339,yes,no,,may,212,2,0,0,never
31,management,single,tertiary,no,-160,yes,no,,may,202,2,0,0,never
45,admin.,married,secondary,no,5346,yes,yes,,oct,187,1,0,1,never
45,self-employed,married,secondary,no,1051,no,no,cellular,aug,96,1,0,0,never
39,management,single,tertiary,no,4023,yes,no,cellular,jan,126,2,8,0,contacted
26,student,single,,no,826,no,no,cellular,jan,177,1,0,0,never
30,entrepreneur,single,secondary,no,491,yes,no,,may,197,4,0,0,never
33,management,married,tertiary,no,29,yes,no,cellular,may,549,1,0,0,never
41,technician,married,secondary,no,3275,yes,no,cellular,nov,121,1,1,0,contacted
45,retired,married,primary,no,0,no,no,,jun,290,1,0,0,never
49,admin.,divorced,primary,no,112,yes,no,cellular,may,79,1,0,0,never
53,admin.,married,secondary,no,10541,no,no,cellular,feb,164,2,1,1,contacted
63,retired,married,primary,no,3738,no,no,telephone,nov,301,1,4,0,contacted
31,admin.,single,secondary,no,-449,yes,no,cellular,may,197,1,2,0,contacted
50,technician,married,tertiary,no,199,yes,yes,cellular,feb,116,2,1,0,contacted
57,services,divorced,secondary,no,4664,no,no,cellular,jul,103,1,0,0,never
38,blue-collar,single,primary,yes,-129,yes,no,cellular,jul,138,2,0,0,never
27,student,single,secondary,no,24,yes,no,cellular,jul,320,2,0,0,never
34,admin.,married,tertiary,no,10,no,no,cellular,aug,90,1,1,0,contacted
36,blue-collar,married,secondary,no,324,yes,yes,cellular,jul,830,1,0,1,never
30,blue-collar,married,primary,no,-518,yes,yes,,may,244,6,0,0,never
59,housemaid,married,primary,no,500,no,no,,jun,94,1,0,0,never
38,management,single,tertiary,no,4082,yes,no,cellular,apr,322,2,0,0,never
46,admin.,divorced,primary,no,429,yes,no,cellular,apr,465,2,2,1,contacted
32,blue-collar,married,primary,no,2291,yes,yes,cellular,jan,489,3,24,0,contacted
34,services,married,secondary,no,1611,no,yes,telephone,nov,197,7,0,0,never
52,services,married,secondary,no,-298,no,no,cellular,aug,228,4,0,0,never
36,entrepreneur,married,tertiary,no,271,yes,no,,may,322,2,0,0,never
36,management,married,tertiary,no,1313,no,no,cellular,aug,80,6,0,0,never
25,blue-collar,single,secondary,no,320,yes,no,cellular,may,549,3,0,0,never
44,technician,divorced,secondary,no,399,yes,no,,may,148,9,0,0,never
38,admin.,married,secondary,no,0,yes,yes,cellular,apr,547,2,0,1,never
47,technician,divorced,,no,442,yes,no,cellular,may,85,1,0,0,never
35,management,married,tertiary,no,4943,yes,no,cellular,nov,295,1,2,0,contacted
48,blue-collar,married,primary,no,147,no,no,cellular,aug,158,8,0,0,never
41,housemaid,single,secondary,no,2184,no,no,cellular,nov,98,1,2,0,contacted
28,technician,single,secondary,no,250,no,yes,cellular,jan,133,1,0,0,never
33,technician,married,secondary,no,6947,yes,no,cellular,apr,250,2,0,0,never
50,blue-collar,single,secondary,no,708,yes,no,,may,104,1,0,0,never
39,technician,single,secondary,no,1963,yes,no,,jun,100,4,0,0,never
32,unemployed,married,secondary,no,2996,yes,no,,may,68,1,0,0,never
32,management,single,tertiary,no,297,no,no,cellular,aug,225,2,0,0,never
38,blue-collar,married,secondary,no,452,yes,no,cellular,feb,69,4,0,0,never
57,retired,married,secondary,no,49,yes,yes,cellular,aug,93,4,0,0,never
40,management,married,tertiary,no,193,no,no,cellular,aug,105,6,0,0,never
35,admin.,single,secondary,no,1810,yes,no,cellular,aug,52,2,2,0,contacted
30,management,single,tertiary,no,536,no,no,cellular,oct,244,1,1,1,contacted
49,blue-collar,married,primary,no,355,yes,no,,jun,253,7,0,0,never
43,unemployed,divorced,primary,no,-70,yes,no,cellular,may,124,2,0,0,never
49,management,divorced,tertiary,no,1115,no,no,,jun,138,9,0,0,never
36,management,single,tertiary,no,741,no,no,cellular,aug,214,2,0,0,never
35,management,single,tertiary,no,747,no,no,cellular,aug,91,1,6,0,contacted
33,management,single,tertiary,no,6807,no,no,cellular,oct,512,2,1,1,contacted
42,technician,married,secondary,no,782,yes,no,cellular,jul,536,2,0,0,never
52,technician,married,tertiary,no,104,no,no,cellular,aug,244,2,0,0,never
34,blue-collar,married,primary,no,197,yes,no,cellular,jul,181,1,0,0,never
52,technician,married,secondary,no,598,no,no,,may,266,2,0,0,never
29,technician,married,tertiary,no,1413,yes,no,cellular,jul,170,4,0,0,never
41,technician,married,secondary,no,665,yes,no,,may,74,1,0,0,never
38,management,single,tertiary,no,0,yes,no,cellular,nov,213,2,0,0,never
52,blue-collar,divorced,secondary,no,1912,yes,yes,cellular,jul,123,2,0,0,never
30,blue-collar,married,secondary,no,938,yes,no,,may,159,1,0,0,never
30,self-employed,married,secondary,no,581,yes,no,cellular,nov,197,3,0,0,never
31,blue-collar,married,secondary,no,283,yes,yes,,may,37,3,0,0,never
58,unemployed,single,secondary,no,1013,yes,no,cellular,jul,341,5,0,0,never
30,services,married,secondary,no,80,yes,no,,may,185,2,0,0,never
34,blue-collar,married,primary,no,298,yes,no,,may,220,2,0,0,never
33,admin.,single,tertiary,no,235,yes,no,cellular,may,525,1,0,1,never
48,technician,single,tertiary,no,104,yes,no,cellular,may,124,2,1,0,contacted
43,technician,divorced,tertiary,no,1088,no,no,cellular,aug,341,3,0,0,never
31,self-employed,married,secondary,no,157,yes,no,,may,285,1,0,0,never
46,entrepreneur,married,primary,no,171,yes,no,,may,52,3,0,0,never
53,services,married,secondary,no,76,yes,no,,jun,237,2,0,0,never
40,blue-collar,married,secondary,no,925,yes,yes,,jun,22,8,0,0,never
55,blue-collar,married,secondary,no,224,yes,no,,may,232,1,0,0,never
56,technician,married,secondary,no,62,no,yes,,jun,243,1,0,0,never
34,admin.,married,secondary,no,445,no,no,cellular,aug,256,2,0,0,never
36,entrepreneur,married,tertiary,no,733,no,yes,telephone,jul,124,12,0,0,never
39,entrepreneur,divorced,secondary,no,1202,yes,no,,may,364,2,0,0,never
39,technician,single,secondary,no,709,yes,no,cellular,jul,441,1,0,0,never
60,technician,married,secondary,no,2639,yes,no,,may,483,2,0,0,never
37,management,married,tertiary,no,-1884,yes,no,cellular,jul,193,1,0,0,never
25,technician,single,secondary,no,139,no,yes,cellular,oct,138,1,0,1,never
43,housemaid,married,secondary,no,2220,no,no,cellular,aug,177,3,0,0,never
48,entrepreneur,single,tertiary,no,2313,no,no,,jun,130,1,0,0,never
51,unemployed,married,secondary,no,1052,no,no,cellular,aug,280,4,0,0,never
25,services,single,secondary,no,556,yes,yes,,jun,361,1,0,0,never
46,blue-collar,married,primary,no,5393,yes,no,cellular,nov,997,2,0,0,never
53,management,married,secondary,no,478,yes,no,cellular,feb,66,1,2,0,contacted
54,entrepreneur,married,secondary,no,0,no,no,,jun,96,1,0,0,never
31,services,married,secondary,no,5,yes,no,,may,216,1,0,0,never
32,management,married,tertiary,no,91,no,no,cellular,may,126,2,2,0,contacted
35,self-employed,single,tertiary,no,935,yes,no,cellular,nov,71,1,2,0,contacted
46,management,divorced,tertiary,no,0,no,no,cellular,aug,50,2,0,0,never
36,housemaid,single,secondary,no,28,no,yes,cellular,aug,149,2,0,0,never
46,technician,married,tertiary,no,-369,yes,yes,cellular,feb,339,4,0,0,never
58,self-employed,married,secondary,no,9994,no,no,cellular,jul,400,1,0,0,never
54,services,married,secondary,no,882,yes,no,cellular,may,217,1,0,0,never
59,retired,divorced,primary,no,-110,no,yes,,jul,195,1,0,0,never
50,technician,married,secondary,no,797,yes,no,,may,354,1,0,0,never
69,retired,married,secondary,no,0,no,no,cellular,aug,412,2,0,1,never
33,management,single,tertiary,no,952,yes,no,cellular,apr,1241,5,0,1,never
35,admin.,divorced,secondary,no,627,yes,no,cellular,feb,298,6,2,0,contacted
47,management,married,tertiary,no,5049,no,no,cellular,aug,47,7,0,0,never
49,technician,married,secondary,no,-215,yes,no,,may,155,2,0,0,never
36,management,married,tertiary,no,521,no,yes,cellular,nov,135,2,1,0,contacted
54,management,divorced,tertiary,no,129,yes,no,,may,132,1,0,0,never
42,services,divorced,secondary,no,266,yes,yes,cellular,nov,97,1,0,0,never
56,entrepreneur,married,tertiary,no,21,no,no,cellular,jul,118,3,0,0,never
33,unemployed,married,secondary,no,1211,no,no,cellular,aug,456,1,0,1,never
42,blue-collar,married,secondary,no,1958,yes,no,cellular,nov,129,1,3,0,contacted
31,blue-collar,married,primary,no,591,yes,no,,may,287,3,0,0,never
40,self-employed,single,tertiary,no,1693,yes,no,cellular,nov,353,1,0,0,never
42,admin.,single,secondary,no,151,yes,no,telephone,may,227,3,0,0,never
43,admin.,single,secondary,no,6,no,no,,may,244,1,0,0,never
42,technician,married,secondary,no,570,yes,no,,may,344,2,0,0,never
49,admin.,married,secondary,no,13229,no,yes,telephone,jul,77,2,0,0,never
40,management,single,tertiary,no,1265,yes,no,,may,97,1,0,0,never
48,blue-collar,married,primary,no,278,yes,no,,may,125,2,0,0,never
31,management,single,tertiary,no,47,no,no,cellular,aug,361,4,0,0,never
36,self-employed,married,secondary,no,14,yes,yes,cellular,may,210,1,0,0,never
28,,single,secondary,no,4465,no,no,cellular,jan,769,1,0,1,never
36,admin.,single,secondary,no,11174,yes,no,cellular,apr,953,1,0,1,never
44,management,married,secondary,no,438,yes,no,telephone,jul,42,1,0,0,never
59,blue-collar,divorced,primary,no,4399,yes,no,telephone,jul,69,8,0,0,never
44,blue-collar,divorced,secondary,no,-1,no,yes,cellular,jul,194,5,0,0,never
33,services,married,secondary,no,404,yes,no,,may,139,1,0,0,never
36,blue-collar,married,primary,no,4138,no,no,,jun,174,1,0,0,never
38,services,married,secondary,no,53,no,no,cellular,feb,226,1,0,0,never
44,admin.,married,secondary,no,0,no,no,,may,85,3,0,0,never
32,management,married,tertiary,no,1230,yes,no,cellular,feb,35,3,4,0,contacted
46,management,married,primary,no,312,yes,no,cellular,jul,113,2,0,0,never
25,management,single,tertiary,no,3,yes,yes,cellular,apr,1034,1,0,1,never
26,technician,single,secondary,no,334,no,no,cellular,oct,217,1,0,0,never
23,services,single,secondary,no,567,yes,yes,cellular,may,358,1,0,0,never
48,management,married,tertiary,no,618,no,no,,may,149,1,0,0,never
33,blue-collar,married,secondary,no,2254,yes,no,cellular,apr,130,1,1,0,contacted
34,management,married,secondary,no,857,yes,no,cellular,aug,238,6,0,0,never
35,technician,single,tertiary,no,59,yes,no,,may,145,3,0,0,never
27,technician,married,secondary,no,267,yes,no,cellular,may,166,4,0,0,never
43,blue-collar,divorced,secondary,no,16,yes,no,,may,485,2,0,0,never
42,management,married,tertiary,no,9009,no,no,cellular,nov,135,2,0,0,never
46,self-employed,married,tertiary,no,8,no,no,cellular,oct,182,1,0,0,never
41,technician,married,tertiary,no,177,yes,no,telephone,jul,117,2,0,0,never
29,management,single,,no,560,no,no,cellular,apr,459,1,1,1,contacted
36,housemaid,married,secondary,no,409,yes,no,cellular,may,104,2,0,0,never
43,self-employed,single,tertiary,no,0,no,no,,jun,147,1,0,0,never
60,technician,married,tertiary,no,1626,yes,yes,,may,395,2,0,0,never
44,technician,married,secondary,no,2857,no,no,cellular,aug,318,2,0,0,never
42,unemployed,married,secondary,no,8131,yes,no,cellular,nov,173,4,1,0,contacted
49,technician,divorced,secondary,no,-403,no,yes,cellular,jul,482,2,0,0,never
49,services,divorced,primary,no,90,no,no,cellular,jul,126,4,0,0,never
52,management,married,tertiary,no,809,no,no,cellular,aug,121,1,0,0,never
35,management,single,tertiary,no,642,no,no,cellular,may,278,1,0,0,never
55,admin.,married,secondary,no,994,no,no,,jun,490,2,0,0,never
60,management,married,tertiary,no,553,yes,no,cellular,feb,343,1,3,0,contacted
25,blue-collar,single,primary,no,52,yes,no,,jun,528,2,0,1,never
40,management,single,tertiary,no,1361,no,no,cellular,jan,1473,1,0,1,never
33,services,married,secondary,no,-124,no,no,cellular,apr,150,2,1,0,contacted
27,management,single,tertiary,no,405,yes,no,cellular,may,129,2,0,0,never
51,entrepreneur,married,primary,no,726,yes,yes,cellular,apr,87,2,0,0,never
34,self-employed,divorced,,no,28,no,yes,cellular,jul,245,1,0,0,never
39,admin.,divorced,secondary,no,399,yes,yes,cellular,aug,133,2,0,0,never
23,student,single,secondary,no,1062,no,no,telephone,sep,379,3,0,0,never
47,management,single,tertiary,no,124,no,no,cellular,aug,14,15,0,0,never
